Comando,NomeCat,IDProduto,CodProd,NomeProd,Peso,Descricao,DescrLonga,DescrURL,URLTarget,Estoque,EstoqueMinimo,Disponivel,ICMS,Custo,Preco,PrecoProm,PrecoB2B,PrecoB2BProm,DataPromInicio,DataPromFim,Lancamento,EmDestaque,ImagemProd,ImagemDet,ImagemAmp,Adicional1,Adicional2,Adicional3,AdicionalD1,AdicionalD2,AdicionalD3,Cores,OrdemProd,IDProdutoPai,RamoProd,MaisProd,DataVencimento,DiasAvisoVencimento,DiasReposicao,IDParceiroProd,DescrHTM,MetaKeywordsProd,MaxParcelasProd,XMLParcelasProd,CodBarrasProd,Embalavel,IsProdutoGrande,LarguraProd,AlturaProd,ProfundidadeProd,CodVideo,ProdMPN,TitleProd,URLProd,VendaConjunta,MetaDescriptionProd,IDsFiltroItem
"A","Acessórios",258037,"2101","Almofada Inflável com Pegadores - Coleção Fetish Fantasy Series",1210,"","","http://www.lojadoprazer.com/xg/XG2101.jpg",True,1,1,True,0,49.9,149.9,0,0,0,,,False,False,"T2101.jpg","2101.jpg","2101.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1098,"15169,11623,14523,12106,12379",,0,0,,"iframe/2101.html","almofada inflável,almofada erótica,almofada com pegadores,almofada sexo",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258148,"2101","Almofada Inflável com Pegadores - Coleção Fetish Fantasy Series",1210,"","","http://www.lojadoprazer.com/xg/XG2101.jpg",True,1,1,True,0,49.9,149.9,0,0,0,,,False,False,"T2101.jpg","2101.jpg","2101.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1098,"15169,11623,14523,12106,12379",,0,0,,"iframe/2101.html","almofada inflável,almofada erótica,almofada com pegadores,almofada sexo",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258262,"2101","Almofada Inflável com Pegadores - Coleção Fetish Fantasy Series",1210,"","","http://www.lojadoprazer.com/xg/XG2101.jpg",True,1,1,True,0,49.9,149.9,0,0,0,,,False,False,"T2101.jpg","2101.jpg","2101.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1098,"15169,11623,14523,12106,12379",,0,0,,"iframe/2101.html","almofada inflável,almofada erótica,almofada com pegadores,almofada sexo",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258166,"226086","Amarras de Tecido Submission",65,"","","http://www.lojadoprazer.com/xg/XG226086.jpg",True,0,1,True,0,5.55,16.9,0,0,0,,,False,False,"5036_01.jpg","5036_01.jpg","5036_01.jpg","","","","","","","",15,,0,"226092,226093,226094,226095,226096",,0,0,,"iframe/226086.html","submission,sado,sadomasoquismo,bondage",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258160,"226087","Amarras de Vinil Submission",65,"","","http://www.lojadoprazer.com/xg/XG226087.jpg",True,0,1,True,0,9.18,27.9,0,0,0,,,False,False,"5036_01.jpg","5036_01.jpg","5036_01.jpg","","","","","","","",15,,0,"226092,226093,226094,226095,226096",,0,0,,"iframe/226087.html","submission,sado,sadomasoquismo",0,0,"",True,False,0,0,0,"","","","","","","661"
"A","Acessórios",258058,"226087","Amarras de Vinil Submission",65,"","","http://www.lojadoprazer.com/xg/XG226087.jpg",True,1,1,True,0,9.18,27.9,0,0,0,,,False,False,"5036_01.jpg","5036_01.jpg","5036_01.jpg","","","","","","","",15,,0,"226092,226093,226094,226095,226096",,0,0,,"iframe/226087.html","submission,sado,sadomasoquismo",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258289,"226087","Amarras de Vinil Submission",65,"","","http://www.lojadoprazer.com/xg/XG226087.jpg",True,1,1,True,0,9.18,27.9,0,0,0,,,False,False,"produto-modelo-teste-03.jpg","produto-modelo-teste-03.jpg","produto-modelo-teste-03.jpg","","","","","","","",15,,0,"226092,226093,226094,226095,226096",,0,0,,"iframe/226087.html","submission,sado,sadomasoquismo",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258190,"19503","Bomba para Inflar Bonecas e Bonecos Comprida",300,"","","http://www.lojadoprazer.com/xg/XG19503.jpg",True,1,1,True,0,0,39.9,0,0,0,,,False,False,"T19503.jpg","19503.jpg","19503.jpg","","","","Brasil","","","",0,,1086,"19504,19505,19506,19507",,0,0,,"iframe/19503.html","Bomba de inflar,Bomba para encher,bomba para bonecas,bomba comprida,bomba para boneco,bomba de boneca,bomba de encher",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258307,"19503","Bomba para Inflar Bonecas e Bonecos Comprida",300,"","","http://www.lojadoprazer.com/xg/XG19503.jpg",True,1,1,True,0,0,39.9,0,0,0,,,False,False,"T19503.jpg","19503.jpg","19503.jpg","","","","Brasil","","","",0,,1086,"19504,19505,19506,19507",,0,0,,"iframe/19503.html","Bomba de inflar,Bomba para encher,bomba para bonecas,bomba comprida,bomba para boneco,bomba de boneca,bomba de encher",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",257998,"19503","Bomba para Inflar Bonecas e Bonecos Comprida",300,"","","http://www.lojadoprazer.com/xg/XG19503.jpg",True,1,1,True,0,0,39.9,0,0,0,,,False,False,"T19503.jpg","19503.jpg","19503.jpg","","","","Brasil","","","",0,,1086,"19504,19505,19506,19507",,0,0,,"iframe/19503.html","Bomba de inflar,Bomba para encher,bomba para bonecas,bomba comprida,bomba para boneco,bomba de boneca,bomba de encher",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",257995,"19504","Bomba para Inflar Bonecas Inflate A Babe Hand Pump",300,"","","http://www.lojadoprazer.com/xg/XG19504.jpg",True,1,1,True,0,42.9,89.9,47.9,0,0,02/09/2013,02/09/2015,False,False,"T19504.jpg","19504.jpg","19504.jpg","","","","Estados Unidos (USA)","California Exotic","","",0,,1086,"19505,19506,19507,19508",,0,0,,"iframe/19504.html","Bomba para Inflar Bonecas, Bonecos e Outros Artigos Infláveis Inflate-A-Babe Hand Pump,Bomba,bomba de bonecas,bomba de encher,bomba,bomba para inflar,California,california exotic,California exotics",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258304,"19504","Bomba para Inflar Bonecas Inflate A Babe Hand Pump",300,"","","http://www.lojadoprazer.com/xg/XG19504.jpg",True,1,1,True,0,42.9,89.9,47.9,0,0,02/09/2013,02/09/2015,False,False,"T19504.jpg","19504.jpg","19504.jpg","","","","Estados Unidos (USA)","California Exotic","","",0,,1086,"19505,19506,19507,19508",,0,0,,"iframe/19504.html","Bomba para Inflar Bonecas, Bonecos e Outros Artigos Infláveis Inflate-A-Babe Hand Pump,Bomba,bomba de bonecas,bomba de encher,bomba,bomba para inflar,California,california exotic,California exotics",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258187,"19504","Bomba para Inflar Bonecas Inflate A Babe Hand Pump",300,"","","http://www.lojadoprazer.com/xg/XG19504.jpg",True,1,1,True,0,42.9,89.9,47.9,0,0,02/09/2013,02/09/2015,False,False,"T19504.jpg","19504.jpg","19504.jpg","","","","Estados Unidos (USA)","California Exotic","","",0,,1086,"19505,19506,19507,19508",,0,0,,"iframe/19504.html","Bomba para Inflar Bonecas, Bonecos e Outros Artigos Infláveis Inflate-A-Babe Hand Pump,Bomba,bomba de bonecas,bomba de encher,bomba,bomba para inflar,California,california exotic,California exotics",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258223,"2164","Camisa de Força Preta Unisex Straitjacket - Coleção Fetish Fantasy Series",600,"","","http://www.lojadoprazer.com/xg/XG2164.jpg",True,1,1,True,0,64.31,199.9,169.9,0,0,06/01/2014,21/01/2018,False,False,"T2164.jpg","2164.jpg","2164.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"2165,2166,2167,2168",,0,0,,"iframe/2164.html","camisa de força,camisa para amarrar,camisa de amarrar os braços,Camisa de Força Preta,Unisex Straitjacket,fetish fantasy series",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",257989,"2164","Camisa de Força Preta Unisex Straitjacket - Coleção Fetish Fantasy Series",600,"","","http://www.lojadoprazer.com/xg/XG2164.jpg",True,1,1,True,0,64.31,199.9,169.9,0,0,06/01/2014,21/01/2018,False,False,"T2164.jpg","2164.jpg","2164.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"2165,2166,2167,2168",,0,0,,"iframe/2164.html","camisa de força,camisa para amarrar,camisa de amarrar os braços,Camisa de Força Preta,Unisex Straitjacket,fetish fantasy series",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258106,"2164","Camisa de Força Preta Unisex Straitjacket - Coleção Fetish Fantasy Series",600,"","","http://www.lojadoprazer.com/xg/XG2164.jpg",True,1,1,True,0,64.31,199.9,169.9,0,0,06/01/2014,21/01/2018,False,False,"T2164.jpg","2164.jpg","2164.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"2165,2166,2167,2168",,0,0,,"iframe/2164.html","camisa de força,camisa para amarrar,camisa de amarrar os braços,Camisa de Força Preta,Unisex Straitjacket,fetish fantasy series",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258103,"2148","Camisa de Força Unisex Straitjacket - Coleção Fetish Fantasy Series",600,"","","http://www.lojadoprazer.com/xg/XG2148.jpg",True,1,1,True,0,64.31,199.9,169.9,0,0,06/01/2014,21/01/2018,False,False,"T2148.jpg","2148.jpg","2148.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"2129,2130,2131,2132",,0,0,,"iframe/2148.html","Acessórios sadomasoquistas,acessórios sado,sado,sadomasoquismo,Camisa de Força,fetish fantasy series",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",257986,"2148","Camisa de Força Unisex Straitjacket - Coleção Fetish Fantasy Series",600,"","","http://www.lojadoprazer.com/xg/XG2148.jpg",True,1,1,True,0,64.31,199.9,169.9,0,0,06/01/2014,21/01/2018,False,False,"T2148.jpg","2148.jpg","2148.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"2129,2130,2131,2132",,0,0,,"iframe/2148.html","Acessórios sadomasoquistas,acessórios sado,sado,sadomasoquismo,Camisa de Força,fetish fantasy series",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258220,"2148","Camisa de Força Unisex Straitjacket - Coleção Fetish Fantasy Series",600,"","","http://www.lojadoprazer.com/xg/XG2148.jpg",True,1,1,True,0,64.31,199.9,169.9,0,0,06/01/2014,21/01/2018,False,False,"T2148.jpg","2148.jpg","2148.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"2129,2130,2131,2132",,0,0,,"iframe/2148.html","Acessórios sadomasoquistas,acessórios sado,sado,sadomasoquismo,Camisa de Força,fetish fantasy series",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258268,"11180","Cinta com Compartimento para Prender Pênis e Escroto - Coleção Fetish Fantasy Extreme",620,"","","http://www.lojadoprazer.com/xg/XG11180.jpg",True,1,1,True,0,84.86,297.9,0,0,0,,,False,False,"T11180.jpg","11180.jpg","11180.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"11448,11442,11445,13012,13017",,0,0,,"iframe/11180.html","cinto de castidade,algemas,sado,sadimasoquismo,fetiche,fetish fantasy extreme,couro,prendedor,prenser pênis,prender escroto",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258040,"11180","Cinta com Compartimento para Prender Pênis e Escroto - Coleção Fetish Fantasy Extreme",620,"","","http://www.lojadoprazer.com/xg/XG11180.jpg",True,1,1,True,0,84.86,297.9,0,0,0,,,False,False,"T11180.jpg","11180.jpg","11180.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"11448,11442,11445,13012,13017",,0,0,,"iframe/11180.html","cinto de castidade,algemas,sado,sadimasoquismo,fetiche,fetish fantasy extreme,couro,prendedor,prenser pênis,prender escroto",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258151,"11180","Cinta com Compartimento para Prender Pênis e Escroto - Coleção Fetish Fantasy Extreme",620,"","","http://www.lojadoprazer.com/xg/XG11180.jpg",True,1,1,True,0,84.86,297.9,0,0,0,,,False,False,"T11180.jpg","11180.jpg","11180.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"11448,11442,11445,13012,13017",,0,0,,"iframe/11180.html","cinto de castidade,algemas,sado,sadimasoquismo,fetiche,fetish fantasy extreme,couro,prendedor,prenser pênis,prender escroto",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258115,"12825","Cinta-liga com Algemas e Meias Bondage Garter Belt Set - Coleção Fetish Fantasy Series",500,"","","http://www.lojadoprazer.com/xg/XG12825.jpg",True,1,1,True,0,60.81,214.9,0,0,0,,,False,False,"T12825.jpg","12825.jpg","12825.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"12817,12818,12822,12823",,0,0,,"iframe/12825.html","Cinta Liga com Agemas e Meias,Bondage Garter Belt Set,Coleção Fetish Fantasy Series,cinta liga,cinta liga com algemas,cinta liga com meias,kit bondage,kit erótico,sadomasoquismo,kit sado,sado",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258004,"12825","Cinta-liga com Algemas e Meias Bondage Garter Belt Set - Coleção Fetish Fantasy Series",500,"","","http://www.lojadoprazer.com/xg/XG12825.jpg",True,1,1,True,0,60.81,214.9,0,0,0,,,False,False,"T12825.jpg","12825.jpg","12825.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"12817,12818,12822,12823",,0,0,,"iframe/12825.html","Cinta Liga com Agemas e Meias,Bondage Garter Belt Set,Coleção Fetish Fantasy Series,cinta liga,cinta liga com algemas,cinta liga com meias,kit bondage,kit erótico,sadomasoquismo,kit sado,sado",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258232,"12825","Cinta-liga com Algemas e Meias Bondage Garter Belt Set - Coleção Fetish Fantasy Series",500,"","","http://www.lojadoprazer.com/xg/XG12825.jpg",True,1,1,True,0,60.81,214.9,0,0,0,,,False,False,"T12825.jpg","12825.jpg","12825.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"12817,12818,12822,12823",,0,0,,"iframe/12825.html","Cinta Liga com Agemas e Meias,Bondage Garter Belt Set,Coleção Fetish Fantasy Series,cinta liga,cinta liga com algemas,cinta liga com meias,kit bondage,kit erótico,sadomasoquismo,kit sado,sado",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258253,"11181","Cinto de Castidade com Anel para Escroto Extreme Chastity Belt - Coleção Fetish Fantasy Extreme",400,"","","http://www.lojadoprazer.com/xg/XG11181.jpg",True,1,1,True,0,72.98,249.9,0,0,0,,,False,False,"T11181.jpg","11181.jpg","11181.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"11480,400016,11482,11463",,0,0,,"iframe/11181.html","anel peniano,anel peniano de aço,anel para pênis e escroto,anel peniano de metal,anel peniano com cadeado,Cinto de Castidade com Anel para Escroto Extreme Chastity Belt,coleção fetish fantasy extreme",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258025,"11181","Cinto de Castidade com Anel para Escroto Extreme Chastity Belt - Coleção Fetish Fantasy Extreme",400,"","","http://www.lojadoprazer.com/xg/XG11181.jpg",True,1,1,True,0,72.98,249.9,0,0,0,,,False,False,"T11181.jpg","11181.jpg","11181.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"11480,400016,11482,11463",,0,0,,"iframe/11181.html","anel peniano,anel peniano de aço,anel para pênis e escroto,anel peniano de metal,anel peniano com cadeado,Cinto de Castidade com Anel para Escroto Extreme Chastity Belt,coleção fetish fantasy extreme",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258136,"11181","Cinto de Castidade com Anel para Escroto Extreme Chastity Belt - Coleção Fetish Fantasy Extreme",400,"","","http://www.lojadoprazer.com/xg/XG11181.jpg",True,1,1,True,0,72.98,249.9,0,0,0,,,False,False,"T11181.jpg","11181.jpg","11181.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"11480,400016,11482,11463",,0,0,,"iframe/11181.html","anel peniano,anel peniano de aço,anel para pênis e escroto,anel peniano de metal,anel peniano com cadeado,Cinto de Castidade com Anel para Escroto Extreme Chastity Belt,coleção fetish fantasy extreme",0,0,"",True,False,0,0,0,"","","","","","",""
